,country,industry,marketcap,price,sector,avgvol
939,USA,Oil & Gas Equipment & Services,341,26.2,Basic Materials,20
997,USA,Industrial Metals & Minerals,503,25.11,Basic Materials,20
1041,USA,Oil & Gas Refining & Marketing,531,24.2,Basic Materials,20
1053,USA,Regional - Mid-Atlantic Banks,299,24,Financial,20
1057,USA,Property & Casualty Insurance,360,23.95,Financial,20
1071,USA,Trucking,672,23.75,Services,20
1119,USA,Regional - Mid-Atlantic Banks,395,22.94,Financial,20
1120,USA,Regional - Mid-Atlantic Banks,187,22.94,Financial,20
1147,USA,Diversified Investments,136,22.37,Financial,20
1166,USA,Regional - Midwest Banks,196,22.12,Financial,20
1199,USA,Rubber & Plastics,178,21.7,Consumer Goods,20
1202,USA,Closed-End Fund - Foreign,338,21.65,Financial,20
1221,USA,Steel & Iron,156,21.42,Basic Materials,20
1266,USA,Education & Training Services,283,20.75,Services,20
1279,USA,Medical Laboratories & Research,112,20.56,Healthcare,20
1306,USA,Textile - Apparel Clothing,152,20.2,Consumer Goods,20
1461,USA,Diversified Machinery,133,18.43,Industrial Goods,20
1482,USA,Waste Management,213,18.18,Industrial Goods,20
1609,USA,Asset Management,259,16.55,Financial,20
1617,USA,Housewares & Accessories,248,16.5,Consumer Goods,20
1646,USA,REIT - Office,162,16.01,Financial,20
1649,USA,Staffing & Outsourcing Services,149,15.94,Services,20
1724,USA,Medical Appliances & Equipment,158,15.15,Healthcare,20
1755,USA,Oil & Gas Drilling & Exploration,89,14.69,Basic Materials,20
1757,USA,Investment Brokerage - National,103,14.65,Financial,20
1792,USA,Scientific & Technical Instruments,96,14.25,Technology,20
1795,India,Electric Utilities,376,14.2,Utilities,20
1825,USA,Heavy Construction,99,13.83,Industrial Goods,20
1860,USA,Broadcasting - Radio,400,13.4,Services,20
1863,USA,Steel & Iron,115,13.4,Basic Materials,20
1867,USA,Telecom Services - Domestic,45,13.35,Technology,20
1914,USA,Internet Service Providers,3973,12.65,Technology,20
1934,China,Education & Training Services,255,12.5,Services,20
1939,USA,Diversified Machinery,157,12.4,Industrial Goods,20
1991,USA,Mortgage Investment,165,11.79,Financial,20
2001,USA,Diversified Machinery,75,11.62,Industrial Goods,20
2010,USA,Drugs - Generic,220,11.55,Healthcare,20
2058,USA,Regional - Pacific Banks,186,11,Financial,20
2060,USA,Application Software,64,10.95,Technology,20
2061,USA,Independent Oil & Gas,118,10.91,Basic Materials,20
2094,USA,Property & Casualty Insurance,194,10.43,Financial,20
2129,USA,Printed Circuit Boards,42,10.12,Technology,20
2156,USA,Internet Information Providers,205,9.9,Technology,20
2163,USA,Business Services,20,9.86,Services,20
2219,USA,Asset Management,121,9.41,Financial,20
2266,USA,Communication Equipment,74,8.95,Technology,20
2290,USA,Regional - Pacific Banks,206,8.75,Financial,20
2343,USA,Diagnostic Substances,100,8.2,Healthcare,20
2365,USA,Food - Major Diversified,128,8,Consumer Goods,20
2381,Ireland,Industrial Metals & Minerals,96,7.79,Basic Materials,20
2399,USA,Medical Appliances & Equipment,87,7.62,Healthcare,20
2402,Canada,Biotechnology,196,7.59,Healthcare,20
2424,USA,Auto Parts,68,7.42,Consumer Goods,20
2455,USA,Business Services,162,7.1,Services,20
2460,SouthKorea,Semiconductor - Specialized,591,7.02,Technology,20
2469,USA,Communication Equipment,123,6.94,Technology,20
2483,USA,Rental & Leasing Services,180,6.8,Services,20
2485,USA,Medical Instruments & Supplies,30,6.8,Healthcare,20
2491,USA,Electronics Wholesale,86,6.74,Services,20
2526,USA,Internet Information Providers,81,6.45,Technology,20
2563,USA,Biotechnology,208,6,Healthcare,20
2570,USA,Credit Services,48,5.95,Financial,20
2572,Canada,Diversified Utilities,1731,5.95,Utilities,20
2573,USA,Life Insurance,180,5.95,Financial,20
2612,USA,Industrial Electrical Equipment,16,5.62,Industrial Goods,20
2637,USA,Application Software,199,5.37,Technology,20
2638,Israel,Biotechnology,1402,5.36,Healthcare,20
2656,China,Textile - Apparel Clothing,74,5.19,Consumer Goods,20
2673,Canada,Property & Casualty Insurance,110,5.05,Financial,20
2698,USA,Food - Major Diversified,9,4.77,Consumer Goods,20
2705,USA,Technical & System Software,59,4.7,Technology,20
2710,USA,Photographic Equipment & Supplies,66,4.65,Consumer Goods,20
2720,China,Rubber & Plastics,229,4.6,Consumer Goods,20
2731,USA,Application Software,98,4.5,Technology,20
2754,Canada,Communication Equipment,238,4.35,Technology,20
2774,USA,Application Software,22,4.23,Technology,20
2785,USA,Regional - Northeast Banks,78,4.15,Financial,20
2800,USA,Waste Management,66,4.09,Industrial Goods,20
2809,China,Diversified Machinery,39,4.05,Industrial Goods,20
2810,USA,Scientific & Technical Instruments,14,4.05,Technology,20
2821,USA,Industrial Metals & Minerals,38,4.01,Basic Materials,20
2822,Canada,General Building Materials,61,4,Industrial Goods,20
2853,USA,Diversified Electronics,11,3.86,Technology,20
2854,USA,Textile Industrial,66,3.85,Industrial Goods,20
2863,USA,Business Services,34,3.77,Services,20
2873,USA,Medical Instruments & Supplies,32,3.74,Healthcare,20
2899,USA,Internet Software & Services,21,3.6,Technology,20
2905,USA,Communication Equipment,33,3.56,Technology,20
2914,USA,Broadcasting - Radio,45,3.52,Services,20
2941,China,Hospitals,145,3.33,Healthcare,20
2988,Israel,Computer Peripherals,205,3.07,Technology,20
2996,USA,Asset Management,20,3.02,Financial,20
3000,USA,Farm & Construction Machinery,12,2.98,Industrial Goods,20
3004,China,Farm Products,23,2.95,Consumer Goods,20
3008,USA,Aerospace/Defense Products & Services,48,2.94,Industrial Goods,20
3014,USA,Medical Appliances & Equipment,14,2.88,Healthcare,20
3023,Israel,Property Management,27,2.84,Financial,20
3032,USA,Staffing & Outsourcing Services,28,2.78,Services,20
3040,USA,Multimedia & Graphics Software,27,2.75,Technology,20
3051,USA,Diversified Machinery,69,2.7,Industrial Goods,20
3066,USA,Restaurants,33,2.65,Services,20
3075,USA,Specialized Health Services,16,2.6,Healthcare,20
3099,Canada,Industrial Metals & Minerals,404,2.48,Basic Materials,20
3147,USA,Medical Instruments & Supplies,53,2.3,Healthcare,20
3160,USA,Consumer Services,52,2.26,Services,20
3186,USA,Metal Fabrication,36,2.1,Industrial Goods,20
3189,USA,Independent Oil & Gas,17,2.08,Basic Materials,20
3202,USA,Education & Training Services,51,2.02,Services,20
3225,Canada,Printed Circuit Boards,32,1.89,Technology,20
3238,Canada,Specialty Chemicals,21,1.82,Basic Materials,20
3281,USA,Waste Management,13,1.64,Industrial Goods,20
3290,Italy,Home Furnishings & Fixtures,88,1.6,Consumer Goods,20
3295,USA,Hospitals,15,1.59,Healthcare,20
3542,USA,Drug Delivery,9,0.4,Healthcare,20
48,USA,Auto Dealerships,414,48.21,Services,10
55,USA,Regional - Pacific Banks,244,48.1,Financial,10
101,USA,Regional - Northeast Banks,360,46.58,Financial,10
102,USA,Regional - Mid-Atlantic Banks,223,46.58,Financial,10
133,USA,Regional - Mid-Atlantic Banks,318,45.45,Financial,10
172,USA,Property Management,446,44.25,Financial,10
195,USA,Oil & Gas Refining & Marketing,193,43.5,Basic Materials,10
246,Ireland,Property & Casualty Insurance,732,42.02,Financial,10
251,USA,Regional - Northeast Banks,204,41.9,Financial,10
260,USA,Specialty Chemicals,308,41.5,Basic Materials,10
270,USA,Money Center Banks,307,41.25,Financial,10
280,USA,Regional - Midwest Banks,379,40.8,Financial,10
281,USA,Closed-End Fund - Equity,352,40.76,Financial,10
295,USA,Broadcasting - Radio,248,40.45,Services,10
368,USA,Regional - Midwest Banks,285,38.55,Financial,10
371,USA,Regional - Southeast Banks,293,38.5,Financial,10
374,USA,Regional - Mid-Atlantic Banks,334,38.3,Financial,10
376,USA,Regional - Mid-Atlantic Banks,180,38.3,Financial,10
433,Chile,Beverages - Brewers,1366,36.99,Consumer Goods,10
466,China,Major Airlines,15428,36.14,Services,10
546,USA,Savings & Loans,405,34.05,Financial,10
551,USA,Regional - Northeast Banks,477,33.95,Financial,10
590,USA,Regional - Northeast Banks,208,33,Financial,10
693,USA,Regional - Pacific Banks,305,30.87,Financial,10
702,USA,Regional - Mid-Atlantic Banks,187,30.69,Financial,10
744,USA,Savings & Loans,201,29.76,Financial,10
745,USA,Regional - Mid-Atlantic Banks,152,29.75,Financial,10
751,USA,Real Estate Development,247,29.7,Financial,10
760,USA,Regional - Southwest  Banks,210,29.55,Financial,10
763,USA,Farm Products,242,29.5,Consumer Goods,10
770,USA,Money Center Banks,287,29.25,Financial,10
816,USA,Oil & Gas Equipment & Services,201,28.49,Basic Materials,10
846,USA,Regional - Northeast Banks,262,27.85,Financial,10
863,USA,Regional - Northeast Banks,249,27.53,Financial,10
868,USA,Life Insurance,418,27.45,Financial,10
880,USA,Regional - Northeast Banks,298,27.23,Financial,10
888,USA,Gas Utilities,201,27.08,Utilities,10
892,USA,Resorts & Casinos,839,27,Services,10
899,USA,Regional - Northeast Banks,161,26.85,Financial,10
913,Chile,Beverages - Soft Drinks,25094,26.51,Consumer Goods,10
934,USA,Property & Casualty Insurance,2310,26.22,Financial,10
938,USA,Savings & Loans,177,26.2,Financial,10
941,USA,Small Tools & Accessories,168,26.15,Industrial Goods,10
971,USA,Regional - Southeast Banks,233,25.64,Financial,10
986,USA,Regional - Northeast Banks,207,25.25,Financial,10
1005,USA,Regional - Southeast Banks,226,25,Financial,10
1008,USA,Rental & Leasing Services,160,24.97,Services,10
1017,USA,Industrial Equipment Wholesale,221,24.75,Services,10
1018,USA,Specialty Chemicals,110,24.75,Basic Materials,10
1036,USA,Mortgage Investment,142,24.3,Financial,10
1045,USA,Regional - Southwest  Banks,213,24.1,Financial,10
1056,USA,Diversified Electronics,57,23.96,Technology,10
1067,USA,Property Management,58,23.84,Financial,10
1088,USA,Housewares & Accessories,79,23.4,Consumer Goods,10
1134,USA,Regional - Southwest  Banks,152,22.6,Financial,10
1196,USA,Closed-End Fund - Debt,114,21.76,Financial,10
1247,USA,Regional - Pacific Banks,106,20.95,Financial,10
1267,USA,Regional - Northeast Banks,121,20.75,Financial,10
1271,USA,REIT - Office,707,20.68,Financial,10
1274,USA,Business Services,240,20.65,Services,10
1282,USA,Regional - Northeast Banks,161,20.55,Financial,10
1283,USA,Savings & Loans,89,20.55,Financial,10
1292,USA,Regional - Mid-Atlantic Banks,207,20.45,Financial,10
1322,USA,Regional - Southeast Banks,218,20.08,Financial,10
1344,USA,Money Center Banks,212,19.75,Financial,10
1359,USA,Conglomerates,504,19.55,Conglomerates,10
1390,USA,REIT - Industrial,1097,19.1,Financial,10
1406,USA,Publishing - Books,79,18.95,Services,10
1444,USA,Personal Products,84,18.5,Consumer Goods,10
1448,USA,Regional - Midwest Banks,88,18.49,Financial,10
1456,USA,Diversified Investments,35,18.45,Financial,10
1464,USA,Savings & Loans,141,18.4,Financial,10
1466,USA,Closed-End Fund - Debt,165,18.35,Financial,10
1467,USA,Information Technology Services,59,18.35,Technology,10
1469,USA,Regional - Northeast Banks,148,18.3,Financial,10
1485,USA,Regional - Northeast Banks,156,18.13,Financial,10
1529,USA,Savings & Loans,162,17.6,Financial,10
1540,USA,Regional - Mid-Atlantic Banks,127,17.4,Financial,10
1543,USA,Trucking,58,17.38,Services,10
1568,USA,Asset Management,56,17,Financial,10
1597,USA,Computers Wholesale,71,16.7,Services,10
1612,USA,Asset Management,128,16.54,Financial,10
1628,USA,Savings & Loans,195,16.3,Financial,10
1631,USA,Gaming Activities,72,16.25,Services,10
1632,USA,Oil & Gas Drilling & Exploration,268,16.25,Basic Materials,10
1644,USA,Asset Management,215,16.05,Financial,10
1658,USA,Information Technology Services,62,15.81,Technology,10
1671,USA,Savings & Loans,184,15.67,Financial,10
1687,USA,Regional - Pacific Banks,169,15.51,Financial,10
1708,USA,Rental & Leasing Services,22,15.24,Services,10
1709,USA,Regional - Pacific Banks,97,15.24,Financial,10
1729,USA,Regional - Pacific Banks,156,15.08,Financial,10
1740,USA,Regional - Mid-Atlantic Banks,65,14.93,Financial,10
1754,USA,Savings & Loans,180,14.7,Financial,10
1774,USA,Property Management,485,14.48,Financial,10
1784,USA,Asset Management,34,14.34,Financial,10
1786,USA,Regional - Southeast Banks,91,14.32,Financial,10
1801,USA,Savings & Loans,93,14.1,Financial,10
1823,USA,Computer Peripherals,95,13.85,Technology,10
1846,USA,Regional - Midwest Banks,71,13.5,Financial,10
1857,USA,Diversified Machinery,47,13.42,Industrial Goods,10
1888,USA,Regional - Northeast Banks,67,13,Financial,10
1889,USA,Grocery Stores,193,12.99,Services,10
1917,USA,Regional - Mid-Atlantic Banks,147,12.64,Financial,10
1922,USA,Regional - Pacific Banks,76,12.6,Financial,10
1940,Peru,Cement,1120,12.4,Industrial Goods,10
1945,USA,Sporting Goods,180,12.3,Consumer Goods,10
1994,USA,Confectioners,69,11.78,Consumer Goods,10
1999,USA,"Air Services, Other",179,11.7,Services,10
2005,USA,Closed-End Fund - Debt,96,11.57,Financial,10
2047,USA,Industrial Electrical Equipment,27,11.13,Industrial Goods,10
2086,Israel,Real Estate Development,2051,10.53,Financial,10
2088,USA,Waste Management,46,10.5,Industrial Goods,10
2104,USA,Conglomerates,50,10.3,Conglomerates,10
2105,USA,Drug Related Products,77,10.3,Healthcare,10
2115,Israel,Telecom Services - Domestic,1033,10.2,Technology,10
2139,USA,Staffing & Outsourcing Services,55,10.06,Services,10
2144,USA,Long-Term Care Facilities,64,10.01,Healthcare,10
2150,USA,REIT - Hotel/Motel,117,9.95,Financial,10
2206,USA,Regional - Mid-Atlantic Banks,45,9.55,Financial,10
2216,USA,Medical Appliances & Equipment,87,9.45,Healthcare,10
2224,USA,Communication Equipment,82,9.36,Technology,10
2231,Brazil,Foreign Regional Banks,56409,9.27,Financial,10
2282,USA,Credit Services,111,8.8,Financial,10
2283,USA,Biotechnology,42,8.79,Healthcare,10
2305,USA,Small Tools & Accessories,62,8.6,Industrial Goods,10
2330,USA,Small Tools & Accessories,33,8.38,Industrial Goods,10
2337,USA,Beverages - Wineries & Distillers,41,8.25,Consumer Goods,10
2366,USA,Semiconductor Equipment & Materials,24,7.98,Technology,10
2387,USA,Textile - Apparel Footwear & Accessories,69,7.75,Consumer Goods,10
2400,USA,Industrial Electrical Equipment,66,7.61,Industrial Goods,10
2413,USA,Business Software & Services,92,7.51,Technology,10
2415,USA,Business Services,51,7.5,Services,10
2430,USA,Drug Manufacturers - Other,116,7.36,Healthcare,10
2441,USA,Regional - Mid-Atlantic Banks,90,7.26,Financial,10
2442,USA,Property & Casualty Insurance,44,7.25,Financial,10
2449,Israel,Food - Major Diversified,97,7.19,Consumer Goods,10
2519,USA,Management Services,36,6.47,Services,10
2522,USA,Textile - Apparel Clothing,67,6.45,Consumer Goods,10
2536,USA,Information Technology Services,86,6.24,Technology,10
2547,USA,Staffing & Outsourcing Services,77,6.16,Services,10
2548,USA,REIT - Diversified,12,6.16,Financial,10
2549,Israel,Wireless Communications,1072,6.15,Technology,10
2564,USA,Diversified Machinery,18,6,Industrial Goods,10
2588,USA,Property & Casualty Insurance,49,5.8,Financial,10
2621,USA,Networking & Communication Devices,26,5.54,Technology,10
2651,USA,Credit Services,83,5.25,Financial,10
2655,USA,Business Software & Services,12,5.2,Technology,10
2657,USA,Medical Instruments & Supplies,68,5.16,Healthcare,10
2675,USA,Business Equipment,76,5.05,Consumer Goods,10
2715,China,Education & Training Services,106,4.62,Services,10
2736,France,Oil & Gas Equipment & Services,98,4.47,Basic Materials,10
2771,USA,Processed & Packaged Goods,25,4.26,Consumer Goods,10
2776,USA,Broadcasting - TV,11,4.21,Services,10
2777,HongKong,Metal Fabrication,17,4.2,Industrial Goods,10
2792,USA,Processed & Packaged Goods,78,4.13,Consumer Goods,10
2806,USA,Biotechnology,30,4.06,Healthcare,10
2852,USA,Asset Management,55,3.88,Financial,10
2856,USA,Biotechnology,61,3.85,Healthcare,10
2859,USA,Credit Services,20,3.8,Financial,10
2886,USA,Broadcasting - TV,50,3.68,Services,10
2890,USA,Waste Management,43,3.65,Industrial Goods,10
2909,USA,Communication Equipment,49,3.55,Technology,10
2913,USA,Biotechnology,31,3.52,Healthcare,10
2918,Brazil,Property Management,188,3.5,Financial,10
2929,USA,Life Insurance,70,3.4,Financial,10
2930,USA,Diversified Investments,8,3.4,Financial,10
2948,USA,Textile - Apparel Clothing,60,3.3,Consumer Goods,10
2956,USA,Business Software & Services,62,3.25,Technology,10
2968,USA,Scientific & Technical Instruments,40,3.17,Technology,10
2971,USA,Personal Products,23,3.15,Consumer Goods,10
2987,USA,Security & Protection Services,32,3.07,Services,10
2997,USA,Application Software,13,3.01,Technology,10
3006,USA,Application Software,16,2.95,Technology,10
3031,USA,Nonmetallic Mineral Mining,4,2.79,Basic Materials,10
3113,USA,Communication Equipment,18,2.41,Technology,10
3114,USA,Credit Services,33,2.4,Financial,10
3116,USA,Diversified Investments,32,2.4,Financial,10
3131,USA,Savings & Loans,46,2.36,Financial,10
3141,China,Textile - Apparel Clothing,35,2.35,Consumer Goods,10
3154,USA,Medical Appliances & Equipment,34,2.29,Healthcare,10
3155,Israel,Biotechnology,12,2.29,Healthcare,10
3173,USA,Drug Related Products,28,2.17,Healthcare,10
3191,USA,Beverages - Wineries & Distillers,10,2.07,Consumer Goods,10
3211,USA,Sporting Activities,74,1.95,Services,10
3236,USA,Music & Video Stores,61,1.83,Services,10
3465,Sweden,Biotechnology,111,0.88,Healthcare,10
161,USA,Regional - Northeast Banks,125,44.65,Financial,0
290,Israel,Business Software & Services,607,40.55,Technology,0
296,USA,Regional - Midwest Banks,192,40.4,Financial,0
354,USA,Property Management,82,39,Financial,0
357,USA,Regional - Southeast Banks,136,38.9,Financial,0
